0,1,2,3,4,5,6,7,8,JV_default_PCE
-0.03601653845812405,0.006591141055132358,0.017506276937259813,-0.0013817448545582508,3.998775529450231,3.86749746479706,1.599896588291701,89.98843748511979,0.2305697670065319,13.218769334733533
-0.03599953260189369,0.006599494241403896,0.017514272570987137,-0.0013999646381797945,3.6514428341776166,2.9370649833161324,1.5999905318527328,87.34645047944201,-0.2464509440943844,11.582047818901149
-0.03602538140175075,0.00658777083919204,0.01750881891814536,-0.0013921164823601406,3.6486199821264145,3.024811622670585,1.600014590692665,74.14892821470886,0.18457684387379847,16.78318686691412
-0.03600952865955731,0.0065840807716920765,0.01753028706209851,-0.0013935947433472051,3.67774451329033,3.85379834486647,1.599990691059736,110.2496422431123,-0.3277326844542323,13.41165739421261
-0.03598443049373698,0.006579589718025011,0.017530931634953777,-0.0013867481093637237,3.7405109414972237,3.3577121145942175,1.5999389026991695,92.59357927873751,0.062172453644205525,16.125677987306887
-0.036002548778200735,0.0065858379815995115,0.017529881742333785,-0.001396373159313676,3.889496624201595,3.8682678838948803,1.5998802091584312,83.53815052832107,0.6343602368596537,12.852944875731676
-0.03602075395680222,0.0065841990988212,0.017518962027167715,-0.001398575058002843,3.9393031248040877,3.4944792388023562,1.6000148250073372,111.86990856439643,-0.5352052140930024,14.047491575513277
-0.03596708059216156,0.006600491209574598,0.01749543329795303,-0.0013887342311369965,3.849144316569536,3.9170181644298117,1.599952072973271,94.58113567286614,-0.2229547004402611,13.16287739418166
-0.036018836186665015,0.006589630407558342,0.017519438760477114,-0.001401893944722986,4.0162004262320465,4.26659111856465,1.600163927534011,72.66162954514954,0.006351520999462595,15.849875810990046
-0.03600353362071164,0.006580561767615377,0.01749730280479453,-0.0013869685465110807,4.04866631062647,4.033368947227907,1.6000316144738922,125.76636007937246,0.6126712572551436,12.05520756013912
-0.0359926736612559,0.006590975507637869,0.01752848880385948,-0.0013894112611596743,3.93631770760966,3.796864165712675,1.6000206233063017,130.49981310020547,-0.017734632297348396,17.417201845918115
